address_id,territory,route_km,outside_city_km,base_city_fee,external_surcharge,final_fee,calculation_status,geographic_zone_analytics_only,taxi_reference,client_saving,driver_gap,passes_old_balanced
w295401064,Бендеры,1.468,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401065,Бендеры,1.472,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401066,Бендеры,1.556,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401067,Бендеры,1.505,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401068,Бендеры,1.568,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401069,Бендеры,1.581,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401070,Бендеры,1.592,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401071,Бендеры,1.779,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401072,Бендеры,1.547,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401073,Бендеры,1.757,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401074,Бендеры,1.743,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401075,Бендеры,1.643,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401076,Бендеры,1.48,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401077,Бендеры,1.461,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401079,Бендеры,1.419,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401081,Бендеры,1.545,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401082,Бендеры,1.547,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401083,Бендеры,1.626,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401085,Бендеры,1.568,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401086,Бендеры,1.323,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401088,Бендеры,1.372,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401089,Бендеры,1.411,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401090,Бендеры,1.322,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401091,Бендеры,1.33,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401092,Бендеры,1.344,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401096,Бендеры,1.464,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401097,Бендеры,1.477,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401098,Бендеры,1.497,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401099,Бендеры,1.515,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401100,Бендеры,1.529,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401101,Бендеры,1.544,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401102,Бендеры,1.56,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401103,Бендеры,1.36,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401104,Бендеры,1.375,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295401106,Бендеры,1.388,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421401,Бендеры,1.398,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421404,Бендеры,1.413,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421406,Бендеры,1.429,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421407,Бендеры,1.442,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421408,Бендеры,1.456,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421409,Бендеры,1.47,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421412,Бендеры,1.483,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421413,Бендеры,1.495,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421416,Бендеры,1.511,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421419,Бендеры,1.537,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421420,Бендеры,1.555,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421423,Бендеры,1.663,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421425,Бендеры,1.675,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421427,Бендеры,1.65,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421429,Бендеры,1.576,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421430,Бендеры,1.584,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421433,Бендеры,1.619,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421436,Бендеры,1.587,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421437,Бендеры,1.609,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421438,Бендеры,1.352,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421440,Бендеры,1.361,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421441,Бендеры,1.378,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421443,Бендеры,1.393,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421446,Бендеры,1.405,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421447,Бендеры,1.422,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421449,Бендеры,1.442,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421450,Бендеры,1.456,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421451,Бендеры,1.47,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421452,Бендеры,1.508,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421454,Бендеры,1.524,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421456,Бендеры,1.547,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421457,Бендеры,1.499,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421458,Бендеры,1.52,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295421463,Бендеры,1.537,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295422055,Бендеры,1.439,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295422735,Бендеры,1.187,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295422737,Бендеры,1.166,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295422788,Бендеры,1.56,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423294,Бендеры,1.459,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423296,Бендеры,1.816,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423297,Бендеры,1.802,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423300,Бендеры,1.721,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423302,Бендеры,1.508,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423303,Бендеры,1.427,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423304,Бендеры,1.435,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423305,Бендеры,1.449,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423306,Бендеры,1.461,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423309,Бендеры,1.473,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423310,Бендеры,1.682,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423311,Бендеры,1.668,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423312,Бендеры,1.696,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423314,Бендеры,1.904,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295423610,Бендеры,1.19,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540305,Бендеры,1.458,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540307,Бендеры,1.475,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540308,Бендеры,1.489,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540309,Бендеры,1.5,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540310,Бендеры,1.515,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540311,Бендеры,1.586,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540312,Бендеры,1.558,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540314,Бендеры,1.53,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540315,Бендеры,1.605,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540316,Бендеры,1.545,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540317,Бендеры,1.529,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540320,Бендеры,1.56,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540333,Бендеры,1.71,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295540335,Бендеры,1.692,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295571380,Бендеры,4.375,0.0,20,0,20,CITY_OK,2,26.25,6.25,1.25,True
w295619133,Бендеры,1.534,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619134,Бендеры,1.513,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619135,Бендеры,1.518,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619137,Бендеры,1.758,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619138,Бендеры,1.695,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619150,Бендеры,1.687,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619151,Бендеры,1.715,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619153,Бендеры,1.713,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619766,Бендеры,1.508,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619767,Бендеры,1.517,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619768,Бендеры,1.452,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295619772,Бендеры,1.425,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295620279,Бендеры,1.337,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295620281,Бендеры,1.331,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295638544,Бендеры,1.301,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295638549,Бендеры,1.268,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707126,Бендеры,1.817,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707127,Бендеры,1.832,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707130,Бендеры,1.848,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707132,Бендеры,1.728,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707134,Бендеры,1.861,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707136,Бендеры,1.878,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707138,Бендеры,1.756,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707139,Бендеры,1.791,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707140,Бендеры,1.806,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707142,Бендеры,1.821,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707143,Бендеры,1.696,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707144,Бендеры,1.682,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707146,Бендеры,1.667,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295707148,Бендеры,1.653,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850166,Бендеры,1.641,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850168,Бендеры,1.625,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850169,Бендеры,1.637,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850170,Бендеры,1.571,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850172,Бендеры,1.597,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295850173,Бендеры,1.601,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w295998427,Бендеры,5.172,0.0,23,0,23,CITY_OK,3,31.03,8.03,3.03,False
w295998440,Бендеры,5.064,0.0,23,0,23,CITY_OK,3,30.38,7.38,2.38,True
w295998451,Бендеры,5.172,0.0,23,0,23,CITY_OK,3,31.03,8.03,3.03,False
w295998453,Бендеры,5.173,0.0,23,0,23,CITY_OK,3,31.04,8.04,3.04,False
w296175715,Бендеры,2.348,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w297019342,Бендеры,4.984,0.0,22,0,22,CITY_OK,3,29.9,7.9,2.9,False
w297019343,Бендеры,4.916,0.0,22,0,22,CITY_OK,3,29.5,7.5,2.5,False
w297019344,Бендеры,5.002,0.0,23,0,23,CITY_OK,3,30.01,7.01,2.01,True
w297019345,Бендеры,4.958,0.0,22,0,22,CITY_OK,3,29.75,7.75,2.75,False
w297047299,Бендеры,4.135,0.0,19,0,19,CITY_OK,2,24.81,5.81,0.81,True
w297047300,Бендеры,4.155,0.0,19,0,19,CITY_OK,2,24.93,5.93,0.93,True
w298266136,Бендеры,1.072,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266531,Бендеры,1.284,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266532,Бендеры,1.306,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266534,Бендеры,1.262,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266535,Бендеры,1.328,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266536,Бендеры,1.349,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266537,Бендеры,1.365,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266538,Бендеры,2.013,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266541,Бендеры,1.289,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266543,Бендеры,1.319,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266607,Бендеры,1.768,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w298266608,Бендеры,1.759,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299220284,Бендеры,1.89,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299220528,Бендеры,1.951,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299220529,Бендеры,1.934,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339811,Бендеры,0.956,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339812,Бендеры,0.998,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339814,Бендеры,0.953,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339815,Бендеры,0.995,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339816,Бендеры,1.04,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339817,Бендеры,1.083,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299339961,Бендеры,1.069,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299340246,Бендеры,1.127,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347921,Бендеры,1.22,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347924,Бендеры,1.276,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347928,Бендеры,1.276,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347929,Бендеры,1.428,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347932,Бендеры,1.399,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347934,Бендеры,1.38,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347935,Бендеры,1.359,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347937,Бендеры,1.375,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347938,Бендеры,1.357,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347940,Бендеры,1.381,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347941,Бендеры,1.302,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347943,Бендеры,1.331,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299347945,Бендеры,1.318,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299348682,Бендеры,1.409,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349210,Бендеры,1.796,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349211,Бендеры,1.829,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349213,Бендеры,1.38,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349818,Бендеры,1.368,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349821,Бендеры,1.385,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349823,Бендеры,1.4,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349826,Бендеры,2.012,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349828,Бендеры,1.991,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349830,Бендеры,1.975,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349832,Бендеры,1.962,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349833,Бендеры,1.945,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349835,Бендеры,1.933,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349839,Бендеры,1.452,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349841,Бендеры,1.467,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349843,Бендеры,1.479,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299349849,Бендеры,1.525,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299357218,Бендеры,2.473,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w299357219,Бендеры,2.474,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w299357717,Бендеры,1.817,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299357718,Бендеры,1.884,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299357719,Бендеры,1.871,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299357720,Бендеры,1.892,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299374553,Парканы,5.028,,23,,,OUTSIDE_DISTANCE_UNAVAILABLE,3,,,,
w299409645,Бендеры,3.709,0.0,17,0,17,CITY_OK,2,22.25,5.25,0.25,True
w299629688,Бендеры,5.299,0.0,24,0,24,CITY_OK,3,31.79,7.79,2.79,False
w299629712,Бендеры,5.066,0.0,23,0,23,CITY_OK,3,30.4,7.4,2.4,True
w299629715,Бендеры,5.095,0.0,23,0,23,CITY_OK,3,30.57,7.57,2.57,False
w299629718,Бендеры,2.363,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w299629721,Бендеры,2.378,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w299629722,Бендеры,2.393,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w299629871,Бендеры,2.06,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299797685,Бендеры,0.921,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299800907,Бендеры,1.426,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299800908,Бендеры,1.439,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299800909,Бендеры,1.452,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299800910,Бендеры,1.464,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299801037,Бендеры,1.424,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299801040,Бендеры,1.442,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w299956671,Бендеры,7.458,0.0,32,0,32,CITY_OK,4,44.75,12.75,7.75,False
w301224316,Бендеры,1.564,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301224317,Бендеры,1.541,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301224319,Бендеры,1.593,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301224321,Бендеры,1.575,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301224323,Бендеры,1.549,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301224324,Бендеры,1.615,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301225908,Бендеры,1.635,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226096,Бендеры,1.66,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226098,Бендеры,1.669,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226099,Бендеры,1.679,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226100,Бендеры,1.69,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226103,Бендеры,1.534,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301226105,Бендеры,1.543,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301440291,Бендеры,1.905,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301440598,Бендеры,1.668,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301442644,Бендеры,1.65,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301442645,Бендеры,1.641,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301442647,Бендеры,1.629,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301442648,Бендеры,1.615,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630521,Бендеры,1.592,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630523,Бендеры,1.626,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630524,Бендеры,1.645,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630525,Бендеры,1.631,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630526,Бендеры,1.616,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630527,Бендеры,1.606,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630530,Бендеры,1.646,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630531,Бендеры,1.657,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630532,Бендеры,1.86,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630534,Бендеры,1.787,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630536,Бендеры,1.832,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630537,Бендеры,1.802,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630540,Бендеры,2.11,0.0,14,0,14,CITY_OK,2,18.0,4.0,-1.0,False
w301630541,Бендеры,1.86,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630544,Бендеры,1.688,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630551,Бендеры,1.741,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630552,Бендеры,1.752,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630556,Бендеры,1.756,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630558,Бендеры,1.763,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630559,Бендеры,1.771,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630561,Бендеры,1.784,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630562,Бендеры,1.796,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630564,Бендеры,1.859,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630565,Бендеры,1.78,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630566,Бендеры,1.825,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301630568,Бендеры,1.817,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635367,Бендеры,1.82,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635369,Бендеры,1.833,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635370,Бендеры,1.85,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635371,Бендеры,1.866,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635372,Бендеры,1.88,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635374,Бендеры,1.877,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635375,Бендеры,1.898,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635376,Бендеры,1.915,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635377,Бендеры,1.895,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635379,Бендеры,1.911,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635380,Бендеры,1.971,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635381,Бендеры,1.941,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
w301635382,Бендеры,1.927,0.0,14,0,14,CITY_OK,1,18.0,4.0,-1.0,False
